BuildingName,DataYear
200 ROY STREET CONDO,2021
IGLESIA NI CRISTO,2021
Boylston Howell,2021
BOLYSTON COURT APTS,2021
PORTER APT,2021
DEXTER HOUSE APT,2021
ALOHA INN TRANSITIONAL HOUSING,2021
WESTMONT CONDOMINIUM,2021
WESTVIEW AT GREENWOOD CONDOMINIUM,2021
WESTVIEW MANOR CONDOMINIUM,2021
WESTWATER,2021
WESTWOOD PLAZA CONDOMINIUM,2021
CAMBRIDGE MANOR,2021
STOR-MORE - CAMPUS,2021
LOS ANGELES COOPERATIVE APARTMENTS,2021
SEALTH VISTA,2021
ST FLORENCE APT,2021
CASTELLAN,2021
BELMONT COURT APARTMENTS,2021
OLIVE TERRACE APTS,2021
WINCHESTER APT,2021
STACK HOUSE APARTMENTS (W & SE Bldgs Combined),2021
OLYMPIC VIEW APTS,2021
CHRIST THE KING MIDDLE SCHOOL,2021
THE DANIELS APTS,2021
OAK TREE,2021
Greenus Building,2021
SUMMIT ARMS,2021
DUNN MOTORS BUILDING,2021
AUTO-ROW BUILDING/PRICE-RAGEN.COM,2021
BELMONT APTS,2021
MANCHESTER ARMS,2021
NORTHWEST SCHOOL,2021
THE SUMMIT,2021
SUMMIT PLACE,2021
MORRIS APTS,2021
SUMMIT HOUSE APTS,2021
CORINTHIAN APTS,2021
UNION BAY CONDOMINIUM,2021
UNION HARBOR CONDOMINIUM,2021
ASSOCIATION CENTER,2021
LAKE UNION TOWER,2021
WESTLAKE VILLAGE,2021
UNION VIEW APTS,2021
MCHUGH BLDG,2021
WHITMAN VISTA CONDOMINIUM,2021
FAIRMOUNT PARK ELEMENTARY SCHOOL (SPS-DISTRICT),2021
GREEN LAKE MANOR,2021
QUEEN ANN LUTHERAN CHURCH,2021
CAROLINE KLINE GALLAND HOME,2021
WATERMARK TOWER,2021
JOHN COURT APTS,2021
THE WILLIS CONDOMINIUM,2021
WILSON COURT CONDOMINIUM,2021
SANDRIDGE APTS,2021
GREEN LAKE POINT,2021
WINDERMERE NORTH CONDOMINIUM,2021
SUPPLY LAUNDRY BUILDING,2021
ALLEY 24 (NORTH & SOUTH TOWER),2021
ELLENBERT APTS,2021
SILVIAN APTS,2021
HARVARD COURT,2021
ROYCROFT APTS,2021
CAMALOT,2021
MULHOLLAND APARTMENTS,2021
NORTH POINTE CONDOMINIUM,2021
COMFORT INN & SUITES - SEATTLE NORTH,2021
ALEXANDER HAMILTON APARTMENTS,2021
NORTHERN LIGHTS CONDOMINIUM,2021
WHSE,2021
LEDUC PACKING/CROSSCUT HARDWOODS,2021
THE FOUNDRY,2021
DANIEL SMITH-FINE ART MATERIALS,2021
NORTHGATE PLAZA CONDOMINIUM,2021
NORTHGATE VILLA CONDOMINIUM,2021
NORTHGATE WEST CONDOMINIUM,2021
UNION ARMS,2021
MAPLE LEAF ASSISTED LIVING,2021
BUENA VISTA,2021
1605 BOYLSTON,2021
RIALTO COURT,2021
THE GRANADA APTS,2021
EMERALD ARMS,2021
ASPEN TERRACE APARTMENTS,2021
CHARBERN APTS,2021
HUDSON HOUSE,2021
WINDSOR COURT,2021
WINDWATCH TOWNHOUSES CONDOMINIUM,2021
WINDY HILLS CONDOMINIUM,2021
COLUMBIA LUTHERAN HOME,2021
WOODLAND COURT APARTMENTS,2021
SANTORINI AT THE PARK APTS + OFFICE,2021
LAKE HOUSE THE CONDOMINIUM,2021
SAINT ANNE NURSING AND REHAB CENTER,2021
COTTONWOOD APT,2021
QUEEN CITY APARTMENTS,2021
SOLID GROUND,2021
LAKE UNION PLACE,2021
BERGEN APTS,2021
NW MARKET STREET CONDOMINIUM,2021
NOVELL,2021
HANSON BROS TRANSFER & STORAGE,2021
GEORGETOWN  INN,2021
UNION PARK APARTMENTS,2021
UNION VISTA CONDOMINIUM,2021
UNIVERSITY WEST APTS,2021
CULP APTS,2021
RETAIL AND OFFICES,2021
WAYFARER APARTMENTS,2021
RIVENDELL APTS,2021
HIATT APARTMENTS,2021
LOTHLORIEN APARTMENTS,2021
DAVISON APTS - 22 UNITS,2021
FREMONT PLACE,2021
WOODLAND CREST CONDOMINIUM,2021
NORSE HOME,2021
APARTMENTS,2021
AMLI WALLINGFORD APARTMENT-NORTH,2021
MARINER SQUARE,2021
ST BENEDICT SCHOOL,2021
Q F C,2021
LAKE UNION HOUSE THE CONDOMINIUM,2021
QUARTERDECK CONDOMINIUM,2021
QUEEN ANNE HS CONDOS,2021
QUEEN ANNE OCEAN VIEW CONDOMINIUM,2021
QUEEN ANNE 20 CONDOMINIUM,2021
IRO APARTMENTS,2021
17 APT UNITS-OFC-STORE,2021
ADRIA,2021
RENAISSANCE BUILDING,2021
UNIVERSITY PLAZA APARTMENTS,2021
4701 University Way Bldg,2021
COSTAS/APTS/U SEAFOOD,2021
KALBERG BUILDING,2021
University Regency Apt,2021
"HEARTHSTONE RETIREMENT HOME, THE",2021
ALADDIN APTS,2021
CIRCA GREEN LAKE,2021
GREENLAKE COMMUNITY CENTER & GREENLAKE PARK,2021
GREENLAKE TERRACE APTS,2021
GREENLAKE PLAZA APTS,2021
CITY VIEW LESCHI,2021
OFFICE BUILDING,2021
STATE HOTEL (LIVE/WORK LOFTS),2021
DEL MAR BUILDING (HOTEL DEL MAR BUILDING),2021
Walker Building,2021
The Washington Building,2021
LUCKNOW/WATERFALL PLACE APTS,2021
CADILLAC HOTEL/HISTORICAL SOCIETY,2021
DUNCAN BUILDING,2021
Fire Headquarters,2021
QUEEN'S COURT CONDO,2021
1811 EASTLAKE PROJECT,2021
NEIGHBORCARE HEALTH MEDICAL CLINIC,2021
BARTON PLACE,2021
HIAWATHA LOFTS,2021
UNIV PARK APTS,2021
UNIVERSITY LUTHERAN CHURCH,2021
ALPHA PHI SORORITY,2021
STUDENT RELIGIOUS ASSEMBLY CENTER,2021
TAMARAC APTS,2021
CALVARY TEMPLE CHURCH,2021
NORTH TOWNE MANOR,2021
STRADA 67 APTS,2021
OSWEGO PLACE APTS,2021
WEEDIN PLACE AT GREENLAKE APTS,2021
RAVENNA OFFICE BUILDING,2021
OLMSTED MANOR (SHA),2021
THE CHURCH IN SEATTLE,2021
GREYBAR BUILDING,2021
MOSES BUILDING,2021
MOTTMAN BUILDING,2021
MASINS BUILDING - IMPACT HUB,2021
ACE HOTEL  (UNION GOSPEL MISSION BUILDING),2021
QUINTESSA APTS,2021
FRYE APARTMENTS,2021
UNION HOTEL APARTMENTS,2021
FOSTER WHITE GALLERY/SEATTLE FIRE DEPT,2021
SEATTLE LIGHTING FIXTURE COMPANY,2021
DOWNTOWNER APARTMENTS,2021
IMPERIAL HOUSE,2021
GOVERNOR APARTMENTS,2021
BUTY BUILDING,2021
AMERICAN HOTEL HOSTEL,2021
THE PUBLIX APARTMENTS (FMR HISTORIC HOTEL),2021
NIKKEI MANOR,2021
CATHAY BANK,2021
AVANA ON THE LAKE,2021
TRINITY SHORES APTS,2021
LAKEHURST CONDOMINIUM,2021
LAKESHORE WEST CONDOMINIUM,2021
LAKESIDE AT LESCHI RESIDENTIAL CONDOMINIUM,2021
LAKESIDE NORTH CONDOMINIUM,2021
LAKESIDE WEST CONDOMINIUM,2021
LAKEVIEW LANAI CONDOMINIUM,2021
LAKEVIEW NORTH CONDOMINIUM,2021
LAKEWEST Condos - Flats,2021
LAMPLIGHTER THE CONDOMINIUM,2021
LANDINGS LAKE UNION CONDOMINIUM,2021
THE LA SALLE,2021
DUNN LUMBER,2021
NORTH LAKE OFFICE BUILDING,2021
LAKE CITY PRESBYTERIAN CHURCH,2021
VILLA APPIA APARTMENTS,2021
RIVENDELL APTS,2021
GREENLAKE SCHOOL (SPS-DISTRICT),2021
KEYSTONE PLACE APTS,2021
MCDONALD (SPS-DISTRICT),2021
LESCHI HEIGHTS,2021
ASCONA APTS,2021
INTERNATIONAL HOUSE,2021
SIXTH & KING ASSOCIATES,2021
SOO YUEN ASSOCIATION BUILDING (OHIO APTS.),2021
FREEDMAN APARTMENTS,2021
ALPS HOTEL APARTMENTS,2021
PANAMA HOTEL,2021
N P HOTEL & MANEKI RESTAURANT,2021
FAR EAST BUILDING APTS,2021
INTERNATIONAL APTS-53 UNITS,2021
METROPOLITAN PARK APARTMENTS,2021
INTERNATIONAL TERRACE,2021
100 on 6th,2021
WASHINGTON TERRACE APTS,2021
NIPPON KAN/KOBE PARK BUILDING,2021
NIHONMACHI TERRACE APTS,2021
C & T BLDG,2021
EVERGREEN HOTEL BUILDING,2021
ATLAS BUILDING,2021
REX APTS & TAI TUNG'S,2021
LOYAL HEIGHTS MANOR,2021
THE PACIFIC,2021
JOHN STANFORD INT'L (LATONA)  ELEMENTARY (SPS-DISTRICT),2021
LAURELCREST RESIDENTIAL PARK CONDOMINIUM,2021
LAURELHURST CONDOMINIUM,2021
WASHINGTON HALL,2021
WINGATE APTS - 16 UNITS,2021
THE BARCLAY,2021
ALPHA CHI OMEGA SORORITY,2021
KAPPA ALPHA THETA SORORITY,2021
PHI GAMMA DELTA FRATERNITY,2021
WASHINGTON SQUARE,2021
CHI OMEGA SORORITY,2021
SIGMA CHI FRATERNITY,2021
LAMBDA CHI ALPHA FRATERNITY,2021
UPSTAIRS DOWNSTAIRS APARTMENTS,2021
YESLER COMMUNITY CENTER,2021
LANGSTON HUGHES CULTURAL ARTS CENTER,2021
FIRST PLACE,2021
SPRUCE PARK APARTMENTS,2021
28 UNIT APARTMENT,2021
MADISON VISTA APTS,2021
CORNISH (Kerry Hall),2021
LOYAL HEIGHTS COMMUNITY CENTER,2021
NEW CENTRAL HOTEL CONDOMINIUM,2021
MCBRIDE COURT,2021
SNOQUALMIE PLACE,2021
NEWMARK TOWER CONDOMINIUM (MULTIFAMILY PORTION),2021
ADMIRAL METROPOLITAN MARKET,2021
ADMIRAL HEIGHTS,2021
RAGLEY APARTMENTS,2021
ARBORETUM COURT II,2021
MILWAUKEE APARTMENTS,2021
4545 ROOSEVELT WAY NE,2021
SEATTLE COMMUNITY CHURCH,2021
LAURELHURST K-8 (SPS-DISTRICT),2021
NORTHWEST WHOLESALE FLORISTS,2021
PACIFIC GEORGETOWN CENTER LLC,2021
ALPHA DELTA PI SORORITY,2021
WILSONIAN APARTMENTS,2021
SAMAKI COMMONS,2021
UPTOWN CONDO,2021
URBAN LEAGUE VILLAGE,2021
UWAJIMAYA VILLAGE,2021
VEER LOFTS,2021
VERANDAS ON QUEEN ANNE CONDOMINIUM,2021
700 BROADWAY APARTMENTS,2021
BAYVIEW MANOR,2021
CHURCH,2021
SOUNDVIEW,2021
CONTINENTAL APTS,2021
NINE CHERRY SQUARE,2021
911 CONDOMINIUM,2021
1926 FAIRVIEW CONDOMINIUM,2021
9800 ROOSEVELT CONDOMINIUM,2021
19TH AVE LOFTS,2021
FOUR SEASONS HOTEL & 99 UNION STREET PRIVATE RESIDENCES,2021
FIFTH AVE APTS,2021
TOWNE VUE MANOR,2021
CROSSPOINTE VISTA,2021
NOMA,2021
THUNDERBIRD APTS,2021
N W WAREHOUSE,2021
CEDAR HEIGHTS,2021
PACIFIC RUBBER,2021
HEARTWOOD (Distribution Warehouse),2021
TSUE CHONG FOODS,2021
ST JAMES CATHEDRAL PLACE,2021
MILL STREET CONDOMINIUM,2021
MILLENNIUM TOWER,2021
MILLER PLACE CONDOMINIUM,2021
MONIQUE LOFTS CONDOMINIUM,2021
MONTREUX CONDOMINIUM,2021
WEST SEATTLE THRIFTWAY,2021
CRESCENT APTS,2021
WAREHOUSE,2021
DENNY TERRACE,2021
THE ILIAD,2021
BILTMORE APARTMENTS,2021
FANEUIL HALL,2021
ROYAL CREST CONDOMINIUM,2021
ROYAL MANOR CONDOMINIUM,2021
ROYAL OAK CONDOMINIUM,2021
ROYCROFT CONDOMINIUM,2021
RUBY,2021
LOCKHAVEN CONDOMINIUM,2021
LOCKSHORE CONDOMINIUM,2021
LOFTS THE CONDOMINIUM,2021
CAPITOL COURT,2021
ADMIRAL APARTMENTS,2021
LOYAL HEIGHTS (SPS-DISTRICT),2021
MEZZO CONDOMINIUM,2021
MIDORI,2021
MIDTOWN,2021
LUDLOW APTS,2021
1404 BOYLSTON (2019),2021
ST JOHNS APT & STORE,2021
GREENHOUSE APARTMENTS (2013),2021
MORNINGSIDE APTS & RETAIL,2021
MOSLER LOFTS,2021
MAPLE LEAF APTS,2021
HALLER POST,2021
NORTHPARK VILLA,2021
PEGASUS COURT CONDO,2021
EVANSTON PLACE  APTS,2021
APARTMENT & RETAIL,2021
22 UNIT APARTMENT,2021
EXECUTIVE ESTATES - BLDG E,2021
JACKSON PARK APTS 36-UNITS,2021
EXECUTIVE ESTATES (BLDGS J & K),2021
EXECUTIVE ESTATES (BLDGS N & R),2021
"EXECUTIVE ESTATES (BLDGS A, B, C, D)",2021
"EXECUTIVE ESTATES (BLDGS F, G & H)",2021
EXECUTIVE ESTATES (BLDGS M & N),2021
CENTURYLINK: EMERSON MAIN,2021
PARC-BELLTOWN,2021
PARC ON SUMMIT CONDOMINIUM,2021
VILLAGE VISTA APTS,2021
RAVEN-WOOD CONDOMINIUM,2021
RAVENNA WOODS CONDOMINIUM,2021
REGATTA CONDOMINIUM,2021
REGATTA ON ALKI CONDOMINIUM,2021
PARK LANE PLACE CONDOMINIUM,2021
PARK SHORE VILLA CONDOMINIUM,2021
PARK SUMMIT PH 01 CONDOMINIUM,2021
PARK TERRACE CONDOMINIUM,2021
PARKE GRANDVIEW CONDOMINIUM,2021
ADAMS ELEMENTARY (SPS-DISTRICT),2021
PARKVIEW PLAZA CONDOMINIUM,2021
SAFEWAY  STORE # 1550,2021
CROSS AND CROWN CHURCH,2021
RENAISSANCE AT 1ST & LEE,2021
RENAISSANCE THE CONDOMINIUM,2021
RENAISSANCE ON QUEEN ANNE CONDOMINIUM,2021
LESCHI LAKE CENTER,2021
GABLES CO-OP APTS,2021
THE HARRISON,2021
GREENLIND BUILDING,2021
UNIVERSITY HOUSE,2021
ELLIPSE APARTMENTS,2021
ACACIA COURT APARTMENTS,2021
RESIDENCE AT 5TH AVENUE NORTH CONDOMINIUM,2021
RIDGEMONT CONDOMINIUM,2021
PHINNEY TERRACE,2021
RIVA AT LAKE UNION,2021
CENTURYLINK: ATWATER CO,2021
THE GILBERT APARTMENTS,2021
THE MAGNOLIA,2021
CHEMITHON,2021
WESTCO WIRE ROPE,2021
PWA INC,2021
WHECO,2021
LE PARC CONDOMINIUM,2021
LESCHI SHORES CONDOMINIUM,2021
VALI-HAI APARTMENTS,2021
100 ROY ST APTS,2021
COLOR CRAFT,2021
BEL-AIR APTS,2021
DAE II,2021
L&W FOOD CORPORATION,2021
OVERSEAS CASING CO,2021
AUTO-CHLOR SYSTEM,2021
410 ASSOCIATES OFFICE BLDG,2021
LUMEN CONDO,2021
LUMINAIRE,2021
AQUA TERRACE APARTMENT,2021
THE ORION APARTMENTS,2021
MERIDIAN,2021
MERIDIAN MANOR,2021
MERIDIAN TERRACE,2021
MERIDIAN CENTER BUILDING,2021
MERIDIAN 106 CONDOS CONDOMINIUM,2021
MERITAGE CONDOMINIUM,2021
MERRILL COURT CONDOMINIUM,2021
MERRILL PLACE RESIDENTIAL CONDOMINIUM,2021
METROPOLE CONDOMINIUM,2021
NORTHGATE ELEMENTARY SCHOOL (SPS-DISTRICT),2021
ST. ANDREW KIM,2021
12329 ROOSEVELT WAY NE,2021
LUNA COURT CONDOMINIUM,2021
OSPREY APTS - 20 UNITS,2021
ETHYLE MANOR,2021
LUXE,2021
MADISON LOFTS,2021
MADISON PARK PLACE CONDOMINIUM,2021
MADISON PARK WATERFRONT CONDOMINIUM,2021
TWIN BIRCHES APTS,2021
16 UNIT APARTMENT,2021
COGIR QUEEN ANNE I,2021
AUDITORIUM APARTMENTS,2021
DELMONT APARTMENTS,2021
LEEANN APARTMENTS,2021
QUEENS OAKS,2021
BROOKDALE QUEEN ANNE II,2021
VIRGINIA MASON - BAILEY BOUSHAY HOUSE,2021
HOTEL 1000,2021
MAGNOLIA SUITES,2021
MAGNOLIA VISTA,2021
MAGNOLIA CRESTVIEW APTS,2021
MAGNOLIA CREST APT,2021
MAGNOLIAN APTS,2021
"MAGGIE, THE",2021
CASA LADARO APTS BLDG #1,2021
OVERLOOK AT MAGNOLIA (BLDG E),2021
OVERLOOK AT MAGNOLIA (BLDG C),2021
OVERLOOK AT MAGNOLIA (BLDG A),2021
OVERLOOK AT MAGNOLIA (BLDG B),2021
OVERLOOK AT MAGNOLIA (BLDG G),2021
OVERLOOK AT MAGNOLIA (BLDG H),2021
OVERLOOK AT MAGNOLIA (BLDG I),2021
OVERLOOK AT MAGNOLIA (BLDG J),2021
OVERLOOK AT MAGNOLIA (BLDG K),2021
MARINWOOD APTS,2021
MAGNOLIA RIDGE CONDOMINIUM,2021
International Full Gospel Parent Building,2021
BILLINGS MIDDLE SCHOOL,2021
ROOSEVELT PARK APTS (Used to be PARK VIEW APTS),2021
ROOSEVELT PLACE,2021
OSBORN CONDOMINIUM,2021
GREENWOOD LIBRARY,2021
MAGNOLIA VIEW CONDOMINIUM,2021
MAGNOLIA VILLAGER CONDOMINIUM,2021
ELIZABETH M APTS,2021
FREMONT COURT APTS,2021
MIRABELLA (WALLINGFORD),2021
THE MILAN,2021
GUINEVERE,2021
THE BUSH SCHOOL - MIDDLE AND LOWER SCHOOL CAMPUS,2021
MADISON PLACE,2021
TEEN CHALLENGE,2021
QUALITY FOOD CENTER (QFC) SUPERMARKET,2021
AKER'S VOLKS-PORSCHE REPAIR,2021
BROADWAY AND E PIKE BUILDING,2021
EAST PIKE BUILDING,2021
ELYSIAN BREWING CO & OFFICES,2021
SOUND MENTAL HEALTH,2021
THE MARQUIS APARTMENTS,2021
CASCADIA APARTMENTS,2021
MADISON CROSSING APARTMENTS & STORE,2021
OLYMPIAN APARTMENTS,2021
THE MADKIN,2021
COUNCIL HOUSE,2021
SEATTLE WORLD SCHOOL AT T.T. MINOR (SPS-DISTRICT),2021
BARBARA FRIETCHIE,2021
PARK ROYAL APARTMENTS,2021
AUTO ACCESSORIES INC,2021
CHESTER APTS & STORES,2021
THE PACKARD BUILDING,2021
PUBLIC STORAGE (STORE 20172),2021
LENAWEE APTS,2021
A E I,2021
HELIX APARTMENTS,2021
LEE PLAZA,2021
TRAVIGNE ON ELEVENTH AVE APTS,2021
SUNRISE CASCADE,2021
UNIVERSITY PORSCHE AUDI,2021
FIRE STATION 17,2021
SAGAMORE BUILDING,2021
THE BUSH SCHOOL - UPPER SCHOOL CAMPUS,2021
PACIFIC PALISADES CONDOMINIUM,2021
PACIFIC RIM CENTER COMMERCIAL,2021
TEMPLE DE HIRSCH,2021
FENTON APTS,2021
THE PEARL APARTMENTS,2021
JEWISH FAMILY SERVICE,2021
ARILLIS ARMS,2021
WILANA CO-OP,2021
PHINNEY RIDGE CONDOMINIUM,2021
ST MARKS CATHEDRAL,2021
PIERRE MARQUIS CONDOMINIUM MERIDIAN,2021
THE PIER AT LESCHI,2021
PIKE LOFTS CONDOMINIUM,2021
MONTLAKE SCHOOL (SPS-DISTRICT),2021
MONTLAKE APARTMENTS,2021
"DPE Investments, LLC",2021
RALEIGH MANOR APTS,2021
PINEHURST LANE CONDOMINIUM,2021
TRADER JOE'S & APARTMENTS,2021
OLIVE RIDGE,2021
Union 18 Apartments,2021
OFFICE BUILDING,2021
OAK VIEW APARTMENT,2021
LICTON SPRINGS APT,2021
THE KENNEY,2021
WEST WINDS APTS,2021
HALCYON APTS,2021
THE PITTSBURGH,2021
ADWAS,2021
PLAZA DEL SOL,2021
PLAZA ROYALE CONDOMINIUM,2021
PLEASANT VALLEY PLAZA,2021
OUR LADY OF FATIMA CHURCH & RECTORY,2021
OUR LADY OF FATIMA SCHOOL & GYM,2021
BLUE RIDGE APTS,2021
CSC Meter Shop (G),2021
POINT ELLIOTT CONDOMINIUM,2021
POINT NAUTICA CONDOMINIUM,2021
PLYMOUTH POULTRY,2021
SUNNY ARMS COOP,2021
PARK MANOR APTS LLC,2021
TRACY ANN APTS. - NORTH,2021
OLYMPIC MANOR APTS & SHOPS,2021
LINDEN PARK CONDOMINIUM,2021
MERIDIAN PLACE APTS (BLDGS E & F),2021
MERIDIAN PLACE APTS (BLDG A),2021
MERIDIAN PLACE APTS (BLDG B),2021
MERIDIAN PLACE (BLDGS C & D),2021
CONGREGATION BETH SHALOM,2021
OFFICE BUILDING,2021
COLONY SURF APTS,2021
ROLLIN STREET,2021
BROWN BEAR CAR WASH,2021
ENVIRONMENTAL LAB - KING COUNTY,2021
ROSS MANOR,2021
NWCP MAYNARD,2021
Thorton Place Apartments Building 2,2021
Thorton Place Apartments Building 3,2021
Thornton Place Apartments Building 4,2021
CEDARVALE VILLAGE,2021
THE LAKESHORE,2021
MORRISON HOTEL LLC,2021
RAINIER HOUSE,2021
CHIEF SEATTLE CLUB/MONTEREY LOFTS,2021
MT BAKER VILLAGE APTS 4,2021
MT BAKER VILLAGE APTS 6,2021
MT BAKER VILLAGE APTS 9,2021
COMMODORE DUCHESS APTS (UW HOUSING),2021
BROADWAY AND PINE,2021
605 UNION STATION,2021
625 UNION STATION,2021
705 UNION STATION,2021
THE VILLA ACADEMY - MAIN BLDG & GYM,2021
QUEEN ANNE SQUARE WEST,2021
ELAN 41 (Used to be JEFFERSON SQUARE APARTMENTS),2021
JOULE,2021
AGNES LOFTS,2021
PRESCOTT WALLINGFORD APARTMENTS,2021
ALTO APARTMENTS LLC - (2014),2021
ELEMENT 42,2021
FIRST AND UNION,2021
EAGLES APARTMENTS,2021
Merrill Gardens at the University,2021
BAY VISTA OFFICE BUILDING,2021
LAKE CITY - SEATTLE PUBLIC LIBRARY,2021
SEATTLE CENTRAL COLLEGE - WOOD CONSTRUCTION,2021
SEATTLE CENTRAL COLLEGE - SCIENCE AND MATH,2021
SEATTLE COMMUNITY COLLEGE MARITIME ACADEMY,2021
DAVID COLWELL BUILDING,2021
THE WESLY AT DRAVUS,2021
PIKE PLAZA - TARGET STORE,2021
LUMEN COMMERCIAL,2021
QFC at 500 MERCER,2021
OVERLOOK AT MAGNOLIA (BLDG D),2021
OVERLOOK AT MAGNOLIA (BLDG F),2021
HARVARD MARKET LLC,2021
Sanford Hildebrandt Towers II,2021
EAST MADISON YMCA,2021
CENTURYLINK EVENT CENTER & GARAGE,2021
RAINIER MALT HOUSE,2021
SOUTH SHORE K-8 PUBLIC SCHOOL (SPS-DISTRICT),2021
VIVIAN MCLEAN PLACE - AFFORDABLE HOUSING,2021
COPPINS WELL,2021
KING COUNTY METRO TRANSIT POWER DISTRIBUTION,2021
MERCY MAGNUSON PLACE - BUILDING 9 - SAND POINT,2021
"UW- SANDPOINT BUILDING # 5 (5A,5B,5C,5D)",2021
SAND POINT BUILDING 25,2021
SAND POINT BUILDING 29,2021
OLYMPIC BLOCK BUILDING-COMMERCIAL,2021
BROADWAY MARKET AND HARVARD APTS,2021
MAGNOLIA MANOR,2021
SPU OPERATIONS CONTROL CENTER (OCC) COMPLEX,2021
BEACON VIEW APTS BLDG B,2021
AMESBURY COURT APARTMENTS - BLDG B,2021
AMESBURY COURT APARTMENTS - BLDG A,2021
ELLIOT BAY VIEW APARTMENTS,2021
UW - MOLECULAR ENGINEERING BLDG,2021
SAFEWAY STORE #1586,2021
AVALON QUEEN ANNE,2021
THE BROADWAY ON BROADWAY BLDG,2021
NORTH POINTE NON RESIDENTIAL SECTION,2021
TAMARACK PLACE (2012),2021
BRETTLER FAMILY PLACE,2021
LAKE CITY COURT (SHA),2021
GOSSETT PLACE APTS,2021
BRETTLER FAMILY PLACE BLDG 2,2021
HARVARD CREST APARTMENTS,2021
HONG KONG BUILDING & APTS,2021
GEORGETOWN STEAM PLANT,2021
THE DOUGLAS APTS,2021
SANTOS PLACE APT,2021
MEDGAR EVERS POOL (GARFIELD COMMUNITY CENTER),2021
Research & Training Building (HARBORVIEW),2021
CITIZEN APARTMENTS,2021
CENTRAL LINK OPERATIONS & MAINTENANCE,2021
THE JEFFERSON ON JEFFERSON & 12TH,2021
SAFEWAY #1885,2021
TRESSA APARTMENTS 1 & 2 Combined,2021
CITY PLACE V (Arizona),2021
PRUDENTIAL BUILDING,2021
LAWRENCE LOFTS,2021
PUBLIC STORAGE AND TRUCK RENTAL,2021
BLAINE K-8 SCHOOL & MAGNOLIA COMMUNITY CENTER (SPS-DISTRICT),2021
KOI,2021
MAGNUSON PARK CAMPUS,2021
TERRAVITA APARTMENTS,2021
VIEW 420 LLC,2021
SCCA - PROTON THERAPY CENTER,2021
THE LYRIC,2021
HOME PLATE CENTER BLDG A,2021
BARCLAY BROADWAY,2021
UW - ELM HALL DORM,2021
UW - ALDER HALL DORM,2021
COLUMBIA CITY STATION,2021
SEVEN HILLS APTS,2021
WEST NEWTON FLATS,2021
NOVA APARTMENTS,2021
VIRGINIA MASON - Jones Pavilion,2021
VIA 6 APARTMENTS,2021
HUE APARTMENTS,2021
UNION - SLU,2021
MURIEL'S LANDING,2021
SEATTLE CHILDREN'S HOSPITAL BUILDING HOPE,2021
Griffis Seattle Waterfront,2021
COLLAGE APARTMENTS,2021
AURORA HOUSE,2021
COTTAGE GROVE COMMONS,2021
MARQUEEN HOTEL,2021
JEFFERSON SQUARE (RETAIL PORTION),2021
WILLIAMS APTS,2021
PINE AND MINOR APTS,2021
University of Washington Medical Center (UWMC),2021
INTERURBAN SENIOR LIVING,2021
708 UPTOWN,2021
SVF ADMIRAL SAFEWAY 2932,2021
MARKET PLACE TOWER,2021
H2O APARTMENTS,2021
SEATTLE CHILDREN'S BUILDING- EDUCATION FACILITY,2021
ERNESTINE ANDERSON PLACE,2021
DATA CENTER,2021
NYER URNESS HOUSE APTS,2021
UW Medicine Phase 3,2021
BULLITT CENTER,2021
KAVELA APARTMENTS,2021
206 BELL APARTMENTS,2021
REV FREMONT,2021
THE ALDER FLATS APARTMENTS,2021
THE MARTIN APARTMENTS,2021
THE LOCAL 418 APTS,2021
VOX APARTMENTS,2021
LEILANI ON GREENWOOD APTS (NORTH/SOUTH/WEST COMBINED),2021
INTERBAY WORK LOFTS,2021
YOUNGSTOWN FLATS APTS,2021
GOODWILL JOB TRAINING & EDUCATION CTR,2021
WALLY APARTMENTS,2021
UW - ETHNIC CULTURAL CENTER,2021
BELAY APARTMENTS BALLARD,2021
NOBA APARTMENTS,2021
HOTEL BALLARD,2021
107 ON GREENWOOD APTS,2021
JOSEPH ARNOLD LOFTS,2021
UW - HUSKY STADIUM,2021
4535 and 4550 AVA U DISTRICT APARTMENTS,2021
19TH & MERCER APARTMENTS,2021
509 FIRST APARTMENTS,2021
EMERALD CITY COMMONS,2021
AEGIS LIVING ON MADISON,2021
1711 APARTMENTS,2021
LAKESIDE BUILDING- PAUL ALLEN ATHLETIC CENTER,2021
AMLI SOUTH LAKE UNION,2021
NORTHWEST SCHOOL MULTIPURPOSE FACILITY,2021
SCT TECHNICAL PAVILION - SEATTLE CENTER,2021
UNIVERSITY VILLAGE SOUTH BLDG,2021
999 HIAWATHA APARTMENTS,2021
HOME PLATE CENTER BLDG B,2021
RIVET APARTMENTS,2021
PATRICK PLACE APARTMENTS,2021
STREAM BELMONT APTS,2021
SLATE APARTMENTS,2021
MERCEDES BENZ OF SEATTLE 2025,2021
VIKTORIA APARTMENTS,2021
GATSBY APARTMENTS,2021
GREEN LAKE VILLAGE APTS,2021
OREGON 42 APARTMENTS,2021
SUNSET ELECTRIC APARTMENTS,2021
ARRAY APARTMENTS,2021
SQUARE ONE APARTMENTS,2021
EMMONS ON 3RD,2021
ARTSPACE MT BAKER LOFTS,2021
URBANA APARTMENTS,2021
VIVA APARTMENTS,2021
SOUTH SEATTLE COLLEGE - GEORGETOWN CAMPUS MASTER ID,2021
EDUCARE,2021
RAINIER BEACH COMMUNITY CENTER,2021
THE DENNING APARTMENTS,2021
