BuildingName,DataYear
OVERLOOK AT MAGNOLIA (BLDG I),2020
OVERLOOK AT MAGNOLIA (BLDG J),2020
OVERLOOK AT MAGNOLIA (BLDG K),2020
MARINWOOD APTS,2020
MAGNOLIA RIDGE CONDOMINIUM,2020
International Full Gospel Parent Building,2020
BILLINGS MIDDLE SCHOOL,2020
ROOSEVELT PARK APTS (Used to be PARK VIEW APTS),2020
ROOSEVELT PLACE,2020
OSBORN CONDOMINIUM,2020
GREENWOOD LIBRARY,2020
MAGNOLIA VIEW CONDOMINIUM,2020
MAGNOLIA VILLAGER CONDOMINIUM,2020
ELIZABETH M APTS,2020
FREMONT COURT APTS,2020
MIRABELLA (WALLINGFORD),2020
THE MILAN,2020
GUINEVERE,2020
THE BUSH SCHOOL - MIDDLE AND LOWER SCHOOL CAMPUS,2020
MADISON PLACE,2020
TEEN CHALLENGE,2020
QUALITY FOOD CENTER (QFC) SUPERMARKET,2020
AKER'S VOLKS-PORSCHE REPAIR,2020
BROADWAY AND E PIKE BUILDING,2020
EAST PIKE BUILDING,2020
ELYSIAN BREWING CO & OFFICES,2020
SOUND MENTAL HEALTH,2020
THE MARQUIS APARTMENTS,2020
CASCADIA APARTMENTS,2020
MADISON CROSSING APARTMENTS & STORE,2020
OLYMPIAN APARTMENTS,2020
THE MADKIN,2020
COUNCIL HOUSE,2020
SEATTLE WORLD SCHOOL AT T.T. MINOR (SPS-DISTRICT),2020
BARBARA FRIETCHIE,2020
PARK ROYAL APARTMENTS,2020
AUTO ACCESSORIES INC,2020
ARILLIS ARMS,2020
CHESTER APTS & STORES,2020
THE PACKARD BUILDING,2020
PUBLIC STORAGE (STORE 20172),2020
LENAWEE APTS,2020
A E I,2020
HELIX APARTMENTS,2020
LEE PLAZA,2020
TRAVIGNE ON ELEVENTH AVE APTS,2020
SUNRISE CASCADE,2020
UNIVERSITY PORSCHE AUDI,2020
FIRE STATION 17,2020
SAGAMORE BUILDING,2020
THE BUSH SCHOOL - UPPER SCHOOL CAMPUS,2020
PACIFIC PALISADES CONDOMINIUM,2020
PACIFIC RIM CENTER COMMERCIAL,2020
TEMPLE DE HIRSCH,2020
FENTON APTS,2020
THE PEARL APARTMENTS,2020
JEWISH FAMILY SERVICE,2020
WILANA CO-OP,2020
PHINNEY RIDGE CONDOMINIUM,2020
ST MARKS CATHEDRAL,2020
PIERRE MARQUIS CONDOMINIUM MERIDIAN,2020
THE PIER AT LESCHI,2020
PIKE LOFTS CONDOMINIUM,2020
MONTLAKE SCHOOL (SPS-DISTRICT),2020
MONTLAKE APARTMENTS,2020
"DPE Investments, LLC",2020
RALEIGH MANOR APTS,2020
PINEHURST LANE CONDOMINIUM,2020
TRADER JOE'S & APARTMENTS,2020
OLIVE RIDGE,2020
Union 18 Apartments,2020
OFFICE BUILDING,2020
OAK VIEW APARTMENT,2020
LICTON SPRINGS APT,2020
THE KENNEY,2020
WEST WINDS APTS,2020
HALCYON APTS,2020
THE PITTSBURGH,2020
ADWAS,2020
PLAZA DEL SOL,2020
PLAZA ROYALE CONDOMINIUM,2020
PLEASANT VALLEY PLAZA,2020
OUR LADY OF FATIMA CHURCH & RECTORY,2020
OUR LADY OF FATIMA SCHOOL & GYM,2020
BLUE RIDGE APTS,2020
CSC Meter Shop (G),2020
POINT ELLIOTT CONDOMINIUM,2020
POINT NAUTICA CONDOMINIUM,2020
PLYMOUTH POULTRY,2020
SUNNY ARMS COOP,2020
PARK MANOR APTS LLC,2020
TRACY ANN APTS. - NORTH,2020
OLYMPIC MANOR APTS & SHOPS,2020
LINDEN PARK CONDOMINIUM,2020
MERIDIAN PLACE APTS (BLDGS E & F),2020
MERIDIAN PLACE APTS (BLDG A),2020
MERIDIAN PLACE APTS (BLDG B),2020
MERIDIAN PLACE (BLDGS C & D),2020
CONGREGATION BETH SHALOM,2020
OFFICE BUILDING,2020
COLONY SURF APTS,2020
ROLLIN STREET,2020
BROWN BEAR CAR WASH,2020
ENVIRONMENTAL LAB - KING COUNTY,2020
ROSS MANOR,2020
NWCP MAYNARD,2020
Thorton Place Apartments Building 2,2020
Thorton Place Apartments Building 3,2020
Thornton Place Apartments Building 4,2020
CEDARVALE VILLAGE,2020
THE LAKESHORE,2020
MORRISON HOTEL LLC,2020
RAINIER HOUSE,2020
CHIEF SEATTLE CLUB/MONTEREY LOFTS,2020
MT BAKER VILLAGE APTS 4,2020
MT BAKER VILLAGE APTS 6,2020
MT BAKER VILLAGE APTS 9,2020
COMMODORE DUCHESS APTS (UW HOUSING),2020
BROADWAY AND PINE,2020
605 UNION STATION,2020
625 UNION STATION,2020
705 UNION STATION,2020
THE VILLA ACADEMY - MAIN BLDG & GYM,2020
QUEEN ANNE SQUARE WEST,2020
ELAN 41 (Used to be JEFFERSON SQUARE APARTMENTS),2020
JOULE,2020
AGNES LOFTS,2020
PRESCOTT WALLINGFORD APARTMENTS,2020
ALTO APARTMENTS LLC - (2014),2020
ELEMENT 42,2020
FIRST AND UNION,2020
EAGLES APARTMENTS,2020
Merrill Gardens at the University,2020
BAY VISTA OFFICE BUILDING,2020
LAKE CITY - SEATTLE PUBLIC LIBRARY,2020
SEATTLE CENTRAL COLLEGE - WOOD CONSTRUCTION,2020
SEATTLE CENTRAL COLLEGE - SCIENCE AND MATH,2020
SEATTLE COMMUNITY COLLEGE MARITIME ACADEMY,2020
DAVID COLWELL BUILDING,2020
THE WESLY AT DRAVUS,2020
PIKE PLAZA - TARGET STORE,2020
LUMEN COMMERCIAL,2020
QFC at 500 MERCER,2020
OVERLOOK AT MAGNOLIA (BLDG D),2020
OVERLOOK AT MAGNOLIA (BLDG F),2020
HARVARD MARKET LLC,2020
Sanford Hildebrandt Towers II,2020
EAST MADISON YMCA,2020
CENTURYLINK EVENT CENTER & GARAGE,2020
RAINIER MALT HOUSE,2020
SOUTH SHORE K-8 PUBLIC SCHOOL (SPS-DISTRICT),2020
VIVIAN MCLEAN PLACE - AFFORDABLE HOUSING,2020
COPPINS WELL,2020
KING COUNTY METRO TRANSIT POWER DISTRIBUTION,2020
MERCY MAGNUSON PLACE - BUILDING 9 - SAND POINT,2020
"UW- SANDPOINT BUILDING # 5 (5A,5B,5C,5D)",2020
SAND POINT BUILDING 25,2020
SAND POINT BUILDING 29,2020
OLYMPIC BLOCK BUILDING-COMMERCIAL,2020
BROADWAY MARKET AND HARVARD APTS,2020
MAGNOLIA MANOR,2020
SPU OPERATIONS CONTROL CENTER (OCC) COMPLEX,2020
BEACON VIEW APTS BLDG B,2020
AMESBURY COURT APARTMENTS - BLDG B,2020
AMESBURY COURT APARTMENTS - BLDG A,2020
ELLIOT BAY VIEW APARTMENTS,2020
UW - MOLECULAR ENGINEERING BLDG,2020
SAFEWAY STORE #1586,2020
AVALON QUEEN ANNE,2020
THE BROADWAY ON BROADWAY BLDG,2020
NORTH POINTE NON RESIDENTIAL SECTION,2020
TAMARACK PLACE (2012),2020
BRETTLER FAMILY PLACE,2020
LAKE CITY COURT (SHA),2020
GOSSETT PLACE APTS,2020
BRETTLER FAMILY PLACE BLDG 2,2020
HARVARD CREST APARTMENTS,2020
HONG KONG BUILDING & APTS,2020
GEORGETOWN STEAM PLANT,2020
THE DOUGLAS APTS,2020
SANTOS PLACE APT,2020
MEDGAR EVERS POOL (GARFIELD COMMUNITY CENTER),2020
Research & Training Building (HARBORVIEW),2020
CITIZEN APARTMENTS,2020
CENTRAL LINK OPERATIONS & MAINTENANCE,2020
THE JEFFERSON ON JEFFERSON & 12TH,2020
SAFEWAY #1885,2020
TRESSA APARTMENTS 1 & 2 Combined,2020
CITY PLACE V (Arizona),2020
PRUDENTIAL BUILDING,2020
LAWRENCE LOFTS,2020
PUBLIC STORAGE AND TRUCK RENTAL,2020
BLAINE K-8 SCHOOL & MAGNOLIA COMMUNITY CENTER (SPS-DISTRICT),2020
KOI,2020
MAGNUSON PARK CAMPUS,2020
TERRAVITA APARTMENTS,2020
VIEW 420 LLC,2020
SCCA - PROTON THERAPY CENTER,2020
THE LYRIC,2020
HOME PLATE CENTER BLDG A,2020
BARCLAY BROADWAY,2020
UW - ELM HALL DORM,2020
UW - ALDER HALL DORM,2020
COLUMBIA CITY STATION,2020
SEVEN HILLS APTS,2020
WEST NEWTON FLATS,2020
NOVA APARTMENTS,2020
VIRGINIA MASON - Jones Pavilion,2020
VIA 6 APARTMENTS,2020
HUE APARTMENTS,2020
UNION - SLU,2020
MURIEL'S LANDING,2020
SEATTLE CHILDREN'S HOSPITAL BUILDING HOPE,2020
THE POST AT PIER 52 APTS,2020
COLLAGE APARTMENTS,2020
AURORA HOUSE,2020
COTTAGE GROVE COMMONS,2020
MARQUEEN HOTEL,2020
JEFFERSON SQUARE (RETAIL PORTION),2020
WILLIAMS APTS,2020
PINE AND MINOR APTS,2020
University of Washington Medical Center (UWMC),2020
INTERURBAN SENIOR LIVING,2020
708 UPTOWN,2020
SVF ADMIRAL SAFEWAY 2932,2020
MARKET PLACE TOWER,2020
H2O APARTMENTS,2020
SEATTLE CHILDRENS BUILDING- EDUCATION FACILITY,2020
ERNESTINE ANDERSON PLACE,2020
DATA CENTER,2020
NYER URNESS HOUSE APTS,2020
UW Medicine Phase 3,2020
BULLITT CENTER,2020
KAVELA APARTMENTS,2020
206 BELL APARTMENTS,2020
REV FREMONT,2020
THE ALDER FLATS APARTMENTS,2020
THE MARTIN APARTMENTS,2020
THE LOCAL 418 APTS,2020
VOX APARTMENTS,2020
LEILANI ON GREENWOOD APTS (NORTH/SOUTH/WEST COMBINED),2020
INTERBAY WORK LOFTS,2020
YOUNGSTOWN FLATS APTS,2020
GOODWILL JOB TRAINING & EDUCATION CTR,2020
WALLY APARTMENTS,2020
UW - ETHNIC CULTURAL CENTER,2020
BELAY APARTMENTS BALLARD,2020
NOBA APARTMENTS,2020
HOTEL BALLARD,2020
107 ON GREENWOOD APTS,2020
JOSEPH ARNOLD LOFTS,2020
UW - HUSKY STADIUM,2020
4535 and 4550 AVA U DISTRICT APARTMENTS,2020
19TH & MERCER APARTMENTS,2020
509 FIRST APARTMENTS,2020
EMERALD CITY COMMONS,2020
AEGIS LIVING ON MADISON,2020
1711 APARTMENTS,2020
LAKESIDE BUILDING- PAUL ALLEN ATHLETIC CENTER,2020
AMLI SOUTH LAKE UNION,2020
NORTHWEST SCHOOL MULTIPURPOSE FACILITY,2020
SCT TECHNICAL PAVILION - SEATTLE CENTER,2020
UNIVERSITY VILLAGE SOUTH BLDG,2020
999 HIAWATHA APARTMENTS,2020
HOME PLATE CENTER BLDG B,2020
RIVET APARTMENTS,2020
PATRICK PLACE APARTMENTS,2020
STREAM BELMONT APTS,2020
SLATE APARTMENTS,2020
MERCEDES BENZ OF SEATTLE 2025,2020
VIKTORIA APARTMENTS,2020
GATSBY APARTMENTS,2020
GREEN LAKE VILLAGE APTS,2020
OREGON 42 APARTMENTS,2020
SUNSET ELECTRIC APARTMENTS,2020
ARRAY APARTMENTS,2020
SQUARE ONE APARTMENTS,2020
EMMONS ON 3RD,2020
ARTSPACE MT BAKER LOFTS,2020
URBANA APARTMENTS,2020
VIVA APARTMENTS,2020
SOUTH SEATTLE COLLEGE - GEORGETOWN CAMPUS MASTER ID,2020
EDUCARE,2020
RAINIER BEACH COMMUNITY CENTER,2020
THE DENNING APARTMENTS,2020
CIELO APTS,2020
Verve Apartments,2020
STRATUS APARTMENTS- MIXED USE,2020
THE TOWNE APTS,2020
SEATTLE CENTRAL COLLEGE - DISTRICT OFFICE/THEATRE,2020
SEATTLE CENTRAL COLLEGE - MITCHELL ACTIVITY CENTER/BOOKSTORE,2020
SEATTLE CENTRAL COLLEGE - MAIN BROADWAY/EDISON,2020
ARTHOUSE APARTMENTS,2020
PHYLLIS GUTIERREZ KENNEY PLACE,2020
VIRGINIA MASON - Central Pavilion,2020
STEWART HOUSE CONDOMINIUM,2020
MARKET HOUSE CONDOMINIUM,2020
PUBLIC MARKET SOUTH GARAGE,2020
QFC - Ballard,2020
AVA BALLARD APARTMENTS,2020
FIRST HILL STREET CAR MAINTENANCE,2020
BROADSTONE INFINITY APARTMENTS,2020
CANVAS APARTMENTS,2020
SMILOW RAINIER VISTA BOYS & GIRLS CLUB,2020
UW - UNIVERSITY OF WASHINGTON SEATTLE CAMPUS (Master),2020
UW - AEROSPACE AND ENGINEERING RESEARCH BUILDING,2020
UW - ATMOSPHERIC SCIENCES,2020
UW - CEDAR HALL DORM,2020
UW - CLARK HALL,2020
UW - ELECTRICAL & COMPUTER ENGINEERING BUILDING,2020
UW - FOEGE BUILDING (genome sciences),2020
UW - HEALTH SCIENCES J-WING,2020
UW - HEALTH SCIENCES K-WING,2020
UW - HEALTH SCIENCES RR-WING,2020
UW - HITCHCOCK HALL,2020
UW - LANDER HALL DORM,2020
UW - MERCER HALL DORM,2020
UW - MORE HALL,2020
UW - PHYSICS ASTRONOMY BUILDING,2020
UW - POPLAR HALL DORM,2020
UW - SAVERY HALL,2020
AMAZON PHASE VI - NESSIE AND BIGFOOT,2020
AVANT,2020
ARNETT HALL DORMITORY,2020
VILLAGE COVE RETIREMENT HOME,2020
EVOLVE APARTMENTS,2020
VALOR APARTMENT,2020
STADIUM PLACE  (THE WAVE & THE NOLO),2020
DIMENSION BY ALTA APTS,2020
BELROY APTS (MODERN),2020
THE FLATS AT INTERBAY APTS,2020
WEST COAST SELF-STORAGE,2020
APERTURE ON FIFTH,2020
NINE & PINE APARTMENTS,2020
REO FLATS APTS,2020
FREEWAY MOTORS UNIVERSITY AUDI,2020
LAVITA APARTMENTS,2020
STUDIO 7 APTS,2020
CHERYL CHOW COURT,2020
12TH AVENUE ARTS,2020
IDENTITY APTS 4106,2020
1515 NW LEARY WAY CUBE SMART,2020
ZEPHYR APTS,2020
COLUMBIA GARDENS AT RAINIER COURT,2020
PREMIERE ON PINE,2020
SEDONA,2020
AMLI MARK 24 APTS,2020
LATITUDE QUEEN ANNE,2020
LIGHTBOX APTS,2020
306 QUEENE ANNE APTS,2020
THE LOCAL 422,2020
CAROLINE W. APTS,2020
VELO  APARTMENTS - FREMONT,2020
525 AT THE ENCLAVE,2020
CHOPHOUSE ROW,2020
LEXICON APTS,2020
WEATHERFORD APTS,2020
WALTON LOFTS,2020
ANGELINE APTS,2020
DEXTER STATION OFFICE,2020
COMPASS ON DEXTER APTS,2020
RADIUS APTS,2020
HILTON GARDEN INN,2020
HILL 7 OFFICE BLDG,2020
APOLLO BLDG (AMAZON),2020
Salmon Bay Marine Center West,2020
HONDA - TOYOTA AUTO DEALERSHIP,2020
ANTHEM ON 12TH,2020
JUNCTION 47,2020
AMAZON BRAZIL,2020
AMLI 528 PONTIUS,2020
ODIN APARTMENTS,2020
1101 WESTLAKE,2020
PACIFIC CENTER CONDOMINIUM,2020
CUE APARTMENTS,2020
400 FAIRVIEW OFFICE BLDG,2020
IDENTITY APTS 4123,2020
KEBERO COURT APTS,2020
CIRRUS,2020
HIRABAYASHI PLACE APTS,2020
STAYBRIDGE SUITES SEATTLE-FREMONT,2020
PIKE MOTORWORKS BLDG 1,2020
THE MARION WEST,2020
KING COUNTY AIRPORT- MAINTENANCE SHOP,2020
KING COUNTY AIRPORT - MAIN TERMINAL,2020
TENNIS CENTER SAND POINT,2020
THE WESTSIDE- OFF BROADWAY,2020
SOREN APARTMENTS,2020
SPRUCE WEST SEATTLE,2020
GREENWOOD PLACE,2020
ASTRO APARTMENTS,2020
BRIDGES@11TH,2020
CORNISH SCHL STUDENT HSNG,2020
HAMLIN ROBINSON SCHOOL,2020
STREAM FIFTEEN,2020
Smith & Burns,2020
ROOSTER APTS,2020
AEGIS LIVING AT GALER,2020
NEW APARTMENT BUILDING,2020
VIBE,2020
ATRIUM APARTMENTS,2020
NOLAN,2020
TERRY & MAPLE HALL UW,2020
RETAIL & RESIDENTIAL BUILDING,2020
ALLEN INSTITUTE FOR BRAIN SCIENCE (AIBS),2020
Broadstone Sky,2020
MADISON CENTER,2020
QUEEN ANNE FLATS,2020
1806 23rd Ave Microhousing,2020
HELIOS APTS,2020
UW - BURKE MEMORIAL-WASHINGTON STATE MUSEUM,2020
744 N 34TH ST,2020
RESIDENCE INN SEATTLE U,2020
AURA WEST SEATTLE,2020
HYATT HOUSE,2020
THE COURTYARD,2020
BALLARD PUBLIC LOFTS plus MARKET,2020
SYLVIA ODOM'S PLACE,2020
FIRENZE APODMENT,2020
EASTLAKE FLATS,2020
SPRINGLINE APARTMENTS,2020
AVA CAPITOL HILL,2020
JANUS APTS/RETAIL SPACES,2020
AMAZON DOPPLER BUILDING,2020
CRAFT APARTMENTS,2020
8TH & REPUBLICAN,2020
THE CENTRAL APARTMENTS,2020
TABLEAU (NORTH EDGE),2020
MERRILL GARDENS AT BALLARD,2020
SAVANNA APARTMENTS,2020
NEIGHBORCARE HEALTH,2020
DENNY 18 APARTMENTS,2020
80 MAIN APARTMENTS,2020
JUNCTION FLATS,2020
VIK CONDOS,2020
ELEANOR APARTMENTS,2020
VERVE FLATS,2020
CITYLINE APARTMENTS,2020
STENCIL APARTMENTS,2020
QUEEN ANNE AT RODGERS PARK,2020
PLAZA ROBERTO MAESTAS,2020
ABBEY LINCOLN COURT,2020
PREXY APARTMENTS,2020
LUMA CONDOMINIUM,2020
BOWMAN STONEWAY,2020
WEYERHAEUSER HQ,2020
ISOLA SW ALASKA,2020
THIRD AND BATTERY BUILDING,2020
COMMONS AT BALLARD,2020
1701 DEXTER,2020
UPTOWN 11,2020
MIDTOWN 21 (AMAZON),2020
U-VILLAGE RH GALLERY,2020
BALLARD SPACE,2020
TOTAL WINE AND MORE,2020
Northgate Community Center,2020
Conservatory Campus,2020
Garfield Community Center,2020
3RD AND HARRISON,2020
CYRENE,2020
TILT 49 (OFFICE PORTION),2020
TROY BLOCK (AMAZON),2020
BROADSTONE CLARENDON,2020
ORIGIN APARTMENTS,2020
CASCADE I & II COMBINED,2020
THOMPSON SEATTLE HOTEL + SEQUEL APTS,2020
EAST HOWE STEPS,2020
THE WILCOX,2020
MODERA CAPITOL HILL APARTMENTS,2020
MERCY OTHELLO PLAZA,2020
PUBLIC STORAGE (STORE 29233),2020
MARK ON 8TH,2020
ICON APARTMENTS,2020
"Magnuson, Building 2, Conservation Corps",2020
THE WHITTAKER,2020
EXCELSIOR APARTMENTS,2020
THE MARQ WEST SEATTLE,2020
MODERA SLU,2020
INSIGNIA CONDOS,2020
SOUTH SEATTLE COLLEGE - CASCADE HALL,2020
SEATTLE BUDDHIST CHURCH,2020
DECIBEL APARTMENTS,2020
REVERB APARTMENTS,2020
URBAN UNION (AMELIA- AMAZON BLDG),2020
MAD FLATS,2020
VIVE BALLARD,2020
TOWER 12,2020
THORNTON CREEK ELEMENTARY SCHOOL (SPS-DISTRICT),2020
DAY 1 TOWER AND SPHERES (Amazon),2020
The Hub - U District Seattle,2020
The Juno Building,2020
THE EDDY,2020
COVE APARTMENTS,2020
SHELTON EASTLAKE,2020
KINECTS TOWER,2020
SAVOY LAKE CITY,2020
2701 EASTLAKE,2020
AUGUSTA APARTMENTS,2020
CITY LINE II APARTMENTS,2020
550 BROADWAY APARTMENTS (ZIG),2020
HAMPTON INN & SUITES - NORTHGATE,2020
BLUESTONE APTS,2020
BERYL APARTMANTS,2020
THE CHARTER HOTEL,2020
HENRY APARTMENTS,2020
GENESEE HILL ELEMENTARY SCHOOL (SPS-DISTRICT),2020
ROOSEVELT & 50TH APARTMENTS,2020
MARKET FRONT APARTMENTS,2020
HAMILTON APARTMENTS,2020
AMLI WALLINGFORD APARTMENT - SOUTH,2020
MINNIE FLATS,2020
HELENE APARTMENTS- GREENLAKE,2020
WESTLAKE STEPS & MARINA SLU,2020
ONE LAKEFRONT AT 1287,2020
VIVID,2020
FOX & FINCH APARTMENTS,2020
MEDORA ROOSEVELT,2020
NOVO SEATTLE,2020
KEELSON BALLARD,2020
MARRIOTT RESIDENCE INN CONVENTION CENTER,2020
SESSION APARTMENTS,2020
HOA MAI GARDENS,2020
TWENTY 20 MAD APARTMENTS,2020
A. W. LARSON BUILDING,2020
HARLOW HEIGHTS,2020
101 BROADWAY APARTMENTS,2020
VEGA APARTMENTS,2020
LAVENDER APARTMENTS,2020
PARLA APT (CONAM CROWN HILL APARTMENT),2020
ORI APARTMENTS,2020
GENSCO,2020
19 WEST HARRISON CORA APTS,2020
PARSONAGE APARTMENTS,2020
R & D INTERBAY BUILDING,2020
PLYMOUTH ON FIRST HILL,2020
450 ALASKAN,2020
STREAM 403,2020
EXPEDIA - Campus,2020
TILT 49 (MULTIFAMILY PORTION),2020
ARBOR BLOCKS EAST - FACEBOOK,2020
ARBOR BLOCKS WEST - FACEBOOK,2020
UNION STATION - SOUND TRANSIT,2020
CHROMA APARTMENTS,2020
WSECU PLAZA- SEATTLE,2020
NORDIC HERITAGE MUSEUM,2020
2nd and John,2020
KOMO PLAZA EAST & WEST BUILDINGS,2020
O2 Apartments,2020
MCKENZIE,2020
ATHLON MIXED USE,2020
JEFFERSON STATION APARTMENT,2020
Legacy Capitol Hill,2020
BROADCAST APARTMENTS,2020
PARKVIEW & WATERSIDE CAMPUS,2020
PIKE FLATS,2020
Estelle Apartments,2020
LINDEN FLAT APARTMENTS,2020
Seattle Opera,2020
500 FAIRVIEW RESEARCH CENTER II,2020
EAST UNION APARTMENTS,2020
MIO APTS,2020
UW- MAGNUSON HEALTH SCIENCES CENTER BB,2020
UW- MAGNUSON HEALTH SCIENCES CENTER H,2020
ASSEMBLY118 APTS,2020
PORT OF SEATTLE- TERMINAL 115 (CAMPUS),2020
PORT OF SEATTLE- TERMINAL 91 (CAMPUS),2020
Rainier Storage LLC (Phase I),2020
Rainier Worklofts & Storage LLC. (Phase II),2020
PORT OF SEATTLE - TERMINAL 5 CAMPUS,2020
PORT OF SEATTLE - TERMINAL 86,2020
EMBASSY SUITES- DOWNTOWN SEATTLE,2020
Sitka Apartments,2020
Batik Apartments,2020
Cypress Apartments,2020
1111 EAST OLIVE,2020
ZELLA APARTMENTS,2020
THE DANFORTH,2020
VITALITY ON HOWELL,2020
LIV ROOSEVELT APTS,2020
QUAIL PARK OF WEST SEATTLE  (MEMORY CARE FACILITY),2020
MT BAKER VILLAGE,2020
BRIGHT HORIZONS AT INTERBAY,2020
PHINNEY FLATS,2020
HOMEGOODS,2020
RAINIER VALLEY LEADERSHIP ACADEMY,2020
1210 REPUBLICAN EFFICIENCIES,2020
REDWOOD,2020
GROVE BALLARD,2020
METRO LINE FLATS,2020
BURKE AND UNION APARTMENT,2020
LIV FAUNTLEROY,2020
SHEA APTS BUILDING 2,2020
THE PERRY- FIRST HILL TOWER,2020
HANA APTS,2020
ELAN UPTOWN FLATS - WEST,2020
WALLINGFORD MIXED USE BLDG (BEDROOMS & MORE),2020
AJ APARTMENTS,2020
SORENTO FLATS,2020
LILLEHAMMER,2020
SEDONA 215,2020
TONY LEE APTS (LIHI FIRE STATION 39 PROJECT),2020
750 ON THE HILL CONDOMINIUM,2020
VISTA,2020
CRANE AT INTERBAY,2020
COMPASS BROADVIEW APTS,2020
BROOKLYN 65 (SEDU APTS),2020
DESC - CLEMENT HOUSE,2020
U20 APARTMENTS,2020
LUNA APTS,2020
VALLEY APTS,2020
RISE ON 67TH APARTMENTS,2020
SONATA AT COLUMBIA STATION,2020
LANE APARTMENTS - EAST,2020
TOD APARTMENTS,2020
TRACK 66 APARTMENTS,2020
EDISON CONDOMINIUMS,2020
LUXE 36 AT BRYANT HEIGHTS,2020
2400 BOSTON,2020
MUIR APTS,2020
MAPLE LEAF FLATS,2020
DXU APARTMENTS,2020
VERTEX APARTMENTS,2020
MICHAELS RETAIL STORE,2020
SEATTLE UNIVERSITY STUDENT HOUSING- VI HILBERT HALL,2020
LANE APARTMENTS- WEST BUILDING,2020
REPUBLIC OF KOREA CONSULATE,2020
JET ON BOYLSTON FLATS,2020
ANCHOR FLATS APTS,2020
WATERTON APTS,2020
WEST EDGE TOWER,2020
F5 Tower,2020
CASCADIA ELEMENTRY SCHOOL (SPS-DISTRICT),2020
THE HENDON,2020
THE ELARA,2020
HYATT REGENCY SEATTLE,2020
624 YALE APARTMENTS,2020
ROBERT EAGLE STAFF MIDDLE SCHOOL (SPS-DISTRICT),2020
VALDOCK I,2020
AMAZON- UNICORN,2020
1818 Fairview (The Atrium),2020
CREW APARTMENTS,2020
BROADSTONE LEXINGTON APTS,2020
UPTON FLATS AT HIGH POINT,2020
INTERBAY SELF STORAGE,2020
KIARA,2020
EVEN HOTELS & STAYBRIDGE SUITES,2020
Aegis Living in Ravenna,2020
AEGIS WEST SEATTLE,2020
THAI BINH,2020
15TH & MARKET BUILDING (Includes Target Store),2020
University of Washington- Waterfront Activities Center,2020
BROADWAY ESTATES LLC,2020
NORTHGATE 3 LLC,2020
MOUNT BAKER STATION - NORTH BLDG,2020
Block 25W - Google,2020
Block 25E - Google,2020
Block 31 - Google,2020
SEATTLE ACADEMY CAMPUS,2020
HUXLEY APTS,2020
AVALON BELLTOWN TOWERS,2020
AMAZON REINVENT TOWERS (EAST + WEST),2020
YESLER TERRACE - RED CEDAR,2020
Broadstone Lexington South,2020
Murano Senior Living,2020
JUNE ON SOUTH LAKE,2020
WALLINGFORD 45 CONDOMINIUM,2020
ADELL APTS,2020
LUCILLE APARTMENTS,2020
ASCENT SLU AND MARLOWE,2020
MOXY HOTEL,2020
HOLGATE 12,2020
LUNA APTS & ADMIRAL PCC,2020
OLD SPAGHETTI FACTORY BUILDING,2020
Sundodger Apartments,2020
MYSA APARTMENTS,2020
CUBESMART SELF STORAGE,2020
Orion,2020
Tellus on Dexter,2020
LOUISA BUILDING,2020
PARKSTONE APARTMENTS,2020
Arbora Court,2020
Valdok II,2020
Ballard Block II - West Marine,2020
Modera Jackson,2020
SIMPLY SELF STORAGE,2020
VIDA Apartments,2020
LIBERTY BANK BUILDING,2020
PUBLIC STORAGE,2020
ALEXAN 100,2020
Seattle Pacific University: Student Union Building,2020
VIEWS AT MADISON VISTA BLDGS I & II,2020
VALDOCK II,2020
MAYFLOWER PARK HOTEL,2021
PARAMOUNT HOTEL,2021
WESTIN HOTEL (Parent Building),2021
HOTEL MAX,2021
WARWICK SEATTLE HOTEL,2021
WEST PRECINCT (SEATTLE POLICE),2021
CAMLIN WORLDMARK HOTEL,2021
PARAMOUNT THEATER,2021
COURTYARD BY MARRIOTT - PIONEER SQ,2021
LYON BUILDING,2021
HOTEL MONACO,2021
W SEATTLE HOTEL,2021
EXECUTIVE HOTEL PACIFIC,2021
CROWNE PLAZA,2021
HOTEL VINTAGE PARK,2021
SEATTLE CENTRAL LIBRARY,2021
DOWNTOWN SEATTLE YMCA,2021
RENAISSANCE MADISON HOTEL,2021
RAINIER CLUB (HISTORICAL LANDMARK),2021
DOUBLE TREE ARCTIC CLUB HOTEL - SEATTLE,2021
KING COUNTY COURTHOUSE,2021
KING COUNTY CORRECTIONAL FACILITY,2021
GRAHAM HILL ELEMENTARY SCHOOL (SPS-DISTRICT),2021
WATERTOWN HOTEL,2021
CORNISH (Main Campus Center),2021
HOMEWOOD SUITES -SEATTLE - Hilton,2021
SPRINGHILL SUITES SEATTLE DOWNTOWN,2021
MEANY MIDDLE SCHOOL (SPS-DISTRICT),2021
HOTEL FIVE,2021
JANE ADDAMS MIDDLE (SPS-DISTRICT),2021
JOHN HAY ELEMENTARY SCHOOL (SPS-DISTRICT),2021
GOOD SHEPHERD CENTER,2021
SILVER CLOUD INN UNIVERSITY,2021
2746 NE 45TH ST - PUBLIC STORAGE,2021
BOEING PLANT 2 ISAL  (BLDG 2-122)-North Boeing Field Campus,2021
LAWTON ELEMENTARY SCHOOL (SPS-DISTRICT),2021
ECKSTEIN MIDDLE (SPS-DISTRICT),2021
SALMON BAY CENTER 5305 & 5309,2021
EL CENTRO DE LA RAZA,2021
